"TYPE","ANGLE","REACHABLE","PWEIGHT","AWEIGHT","DISTANCE","WEAKNESS","SCORE"
"Wood","0.363807786459301","1","0.091","0.0","0.690289794216893","0.8","3050"
"Pig","0.741501367817237","0","0.81","0.0","0.0","1.0","7680"
"Pig","0.708780843431746","1","0.81","0.0","0.0","1.0","7680"
"Ice","0.157426009427101","0","0.13","0.0","0.527730992078351","0.8","5240"
"Stone","0.34123753116869","1","0.078","0.078","0.500399840127872","0.2","2060"
"Wood","0.264094622057895","1","0.324","0.0","0.162788205960997","0.8","10220"
"Stone","0.726282787372512","1","0.06","0.144","0.24","0.2","11100"
"Pig","0.651144364804078","0","0.64","0.0","0.0","1.0","6450"
"Stone","0.11853004167744","1","0.072","0.144","0.24","0.2","6970"
"Stone","0.120464411679019","1","0.072","0.144","0.24","0.2","16090"
"Stone","0.659571664267078","1","0.1175","0.138","0.36","0.2","6360"
"Pig","0.174660454660257","1","0.64","0.0","0.0","1.0","16280"
"Wood","0.652041401289686","0","0.138","0.64","0.09","0.8","6040"
"Stone","0.247958598710314","1","0.1175","0.138","0.36","0.2","6180"
"Stone","0.274498577379125","0","0.385","0.391","1.03576059009792","0.2","980"
"Wood","0.179029989238524","1","0.144","0.64","0.0905538513813742","0.8","11080"
"Stone","0.232895155011587","1","0.0495","0.0","0.88255311454892","0.2","13410"
"Pig","0.226274689001541","1","0.64","0.0","0.0","1.0","11170"
"Stone","0.657361685400605","0","0.12","0.0","1.05683489722851","0.2","1430"
"Stone","0.637886219821685","0","0.138","0.0","1.82989070711887","0.2","1240"
"Stone","0.11853004167744","1","0.072","0.144","0.24","0.2","6090"
"Stone","0.120464411679019","1","0.072","0.144","0.24","0.2","16080"
"Wood","0.713774019151029","1","0.144","0.0","0.912688336728371","0.8","990"
"Stone","0.241331012311604","1","0.1175","0.138","0.36","0.2","6300"
"Stone","0.179971075025083","0","0.06","0.144","0.240208242989286","0.2","11080"
"Pig","0.647620268137961","1","0.64","0.0","0.0","1.0","6040"
"Stone","0.663083873205155","1","0.12","0.0","0.641326749792959","0.2","6970"
"Wood","0.726282787372512","1","0.144","0.81","0.0905538513813742","0.8","6040"
"Pig","0.22224045479831","0","0.81","0.0","0.0","1.0","11140"
"Wood","0.188417388930258","0","0.138","0.0","1.22262013724623","0.8","7280"
"Stone","0.120464411679019","1","0.072","0.144","0.24","0.2","16070"
"Wood","0.652041401289686","0","0.138","0.64","0.09","0.8","14080"
"Pig","0.174660454660257","1","0.81","0.0","0.0","1.0","16290"
"Stone","0.700337774556614","0","0.069","0.0","0.736613874428116","0.2","11920"
"Wood","0.151162621932972","1","0.144","0.81","0.09","0.8","6040"
"Pig","0.725339545339744","1","0.64","0.0","0.0","1.0","11110"
"Stone","0.706586469258631","1","0.096","0.0","0.794040301244213","0.2","660"
"Wood","0.210304138150638","1","0.144","0.81","0.0905538513813742","0.8","11080"
"Pig","0.174660454660257","1","0.81","0.0","0.0","1.0","6220"
"Stone","0.142758731017322","1","0.069","0.0","1.03773792452623","0.2","500"
"Stone","0.700337774556614","0","0.072","0.144","0.736613874428116","0.2","980"
"Stone","0.156193921387108","0","0.072","0.0","0.906035319399857","0.2","870"
"Wood","0.148995720394019","1","0.144","0.81","0.09","0.8","6040"
"Stone","0.747882543238677","0","0.069","0.0","0.394081209904761","0.2","5820"
"Wood","0.182159054025864","0","0.144","0.0","0.662872536767062","0.8","6040"
"Pig","0.651144364804078","0","0.64","0.0","0.0","1.0","16450"
"Wood","0.299289142171014","1","0.138","0.64","0.09","0.8","6040"
"Pig","0.193413530741369","1","0.64","0.0","0.0","1.0","16210"
"Wood","0.723156079734423","1","0.144","0.64","0.0905538513813742","0.8","6040"
"Pig","0.170591138192584","0","0.81","0.0","0.0","1.0","11190"
"Stone","0.174660454660257","1","0.06","0.0","0.786002544525143","0.2","1610"
"Stone","0.120464411679019","1","0.198","0.0","1.40801278403287","0.2","500"
"Wood","0.132688281043428","0","0.325","0.0","0.288444102037119","0.8","11100"
"Wood","0.289104761634875","1","0.138","0.64","0.09","0.8","6390"
"Stone","0.120464411679019","1","0.072","0.144","0.24","0.2","16070"
"Stone","0.733481232978019","1","0.168","0.144","1.18966381805954","0.2","980"
"Stone","0.701267039191566","0","0.069","0.0","0.73","0.2","12300"
"Pig","0.697214700084723","1","0.81","0.0","0.0","1.0","15810"
"Wood","0.726282787372512","0","0.42","0.0","0.581807528311554","0.8","1170"
"Wood","0.724098758264434","1","0.42","0.0","0.581807528311554","0.8","1160"
"Wood","0.148995720394019","1","0.144","0.81","0.09","0.8","6080"
"Pig","0.746928572983642","1","0.81","0.0","0.0","1.0","6040"
"Stone","0.11853004167744","1","0.072","0.0","0.457930125674212","0.2","11680"
"Stone","0.173717212627489","0","0.12","0.0","0.728628849277875","0.2","1120"
"Wood","0.654251210726769","0","0.138","0.64","0.09","0.8","15190"
"Wood","0.747882543238677","1","0.144","0.81","0.09","0.8","11100"
"Wood","0.289104761634875","1","0.138","0.64","0.09","0.8","6320"
"Pig","0.701267039191566","0","0.81","0.0","0.0","1.0","6040"
"Stone","0.654251210726769","1","0.1175","0.138","0.36","0.2","6390"
"Pig","0.703461759419467","0","0.81","0.0","0.0","1.0","6040"
"Stone","0.11853004167744","1","0.072","0.144","0.24","0.2","11050"
"Wood","0.747882543238677","1","0.144","0.81","0.09","0.8","11100"
"Stone","0.11853004167744","1","0.06","0.0","0.835224520712844","0.2","1520"
"Wood","0.704392964674756","0","0.144","0.81","0.0905538513813742","0.8","6210"
"Stone","0.173717212627489","0","0.072","0.0","0.723463889907437","0.2","5800"
"Stone","0.700337774556614","0","0.06","0.144","0.240208242989286","0.2","6040"
"Stone","0.238219107580387","1","0.1175","0.138","0.36","0.2","6120"
"Wood","0.148039801562705","1","0.144","0.81","0.09","0.8","6040"
"Stone","0.272286791770912","1","0.187","0.391","1.47868184542856","0.2","980"
"Stone","0.282003661137207","1","0.1575","0.0","1.48973151943563","0.2","640"
"Stone","0.14683219752396","0","0.072","0.144","0.24","0.2","38350"
"Stone","0.297080667081899","1","0.072","0.144","0.24","0.2","16430"
"Stone","0.179971075025083","0","0.06","0.144","0.240208242989286","0.2","11080"
"Wood","0.652041401289686","0","0.138","0.64","0.09","0.8","6040"
"Stone","0.11853004167744","1","0.072","0.144","0.835224520712844","0.2","10520"
"Stone","0.704392964674756","0","0.06","0.138","0.240208242989286","0.2","6110"
"Wood","0.148995720394019","1","0.144","0.81","0.09","0.8","6040"
"Wood","0.652939737275769","0","0.138","0.64","0.09","0.8","6390"
"Stone","0.11348724465055","1","0.069","0.0","0.394081209904761","0.2","5960"
"Stone","0.704392964674756","0","0.06","0.144","0.240208242989286","0.2","6110"
"Stone","0.11853004167744","1","0.072","0.144","0.24","0.2","10980"
"Wood","0.652939737275769","0","0.138","0.64","0.09","0.8","6390"
"Pig","0.315233009578183","1","0.64","0.0","0.0","1.0","20560"
"Pig","0.715025694357468","1","0.64","0.0","0.0","1.0","10560"
"Stone","0.654251210726769","1","0.1175","0.138","0.36","0.2","6390"
"Stone","0.11659292653523","1","0.072","0.144","0.24","0.2","17060"
"Pig","0.196871161981259","0","0.81","0.0","0.0","1.0","51150"
"Pig","0.120464411679019","1","0.81","0.0","0.0","1.0","1370"
"Stone","0.247958598710314","1","0.1175","0.138","0.36","0.2","6180"
"Wood","0.208456494026252","1","0.144","0.81","0.0905538513813742","0.8","11080"
"Stone","0.632137306962572","0","0.385","0.357","1.82887943834469","0.2","960"
"Stone","0.172772998022632","0","0.072","0.0","0.992975326984513","0.2","6130"
"Wood","0.701267039191566","1","0.144","0.81","0.0905538513813742","0.8","6040"
"Stone","0.11853004167744","1","0.072","0.144","0.24","0.2","11050"
"Wood","0.291314595587001","1","0.138","0.64","0.09","0.8","6260"
"Wood","0.747882543238677","1","0.144","0.81","0.09","0.8","11100"
"Wood","0.145876084262105","0","0.144","0.0","0.357770876399966","0.8","6560"
"Wood","0.720028924974917","0","0.138","0.138","0.96260064408871","0.8","470"
"Wood","0.192480439447532","0","0.138","0.0","0.585234995535981","0.8","14580"
"Stone","0.167081080611991","0","0.075","1.274","0.257099202643649","0.2","1200"
"Ice","0.26565051177078","0","0.125","0.0","0.490407993409569","0.8","2400"
"Ice","0.655024906275431","1","0.1","0.0","1.03576059009792","0.8","1360"
"Stone","0.715357738267835","0","0.1785","0.338","0.21095023109729","0.2","760"
"Ice","0.172932831811215","1","0.459","0.0","0.509215082258961","0.8","1160"
"Ice","0.708627887420682","0","0.15","0.0","0.490917508345343","0.8","3530"
"Wood","0.71155384556104","0","0.325","0.0","0.310161248385416","0.8","1070"
"Stone","0.713603198092211","0","0.15","0.3","0.220227155455452","0.2","950"
"Ice","0.708627887420682","0","0.162","0.0","0.490917508345343","0.8","2110"
"Wood","0.158310585769504","1","0.15","0.0","0.374833296279826","0.8","1100"
"Ice","0.192245803204463","0","0.143","0.0","0.725672102261069","0.8","10300"
"Wood","0.201015839781647","0","0.156","0.0","0.315753068076939","0.8","1290"
"Wood","0.237088447802738","0","0.414","1.344","0.367967389859482","0.8","7240"
"Wood","0.71155384556104","0","0.3","0.156","0.310644491340181","0.8","1620"
"Ice","0.669957964572803","1","0.14","1.078","0.841724420460759","0.8","1600"
"Wood","0.712430036873627","0","0.338","0.0","0.310644491340181","0.8","540"
"Wood","0.160343841711911","0","0.144","0.0","0.376563407675255","0.8","1120"
"Wood","0.158310585769504","0","0.15","0.0","0.374833296279826","0.8","1170"
"Pig","0.716527934967162","0","0.81","0.15","0.0","1.0","1120"
"Pig","0.716527934967162","0","0.81","0.15","0.0","1.0","1120"
"Wood","0.71155384556104","0","0.325","0.0","0.310161248385416","0.8","2020"
"Stone","0.209245017449212","0","0.175","1.323","0.212132034355964","0.2","1180"
"Pig","0.716527934967162","0","0.81","0.125","0.0","1.0","1100"
"Ice","0.264822538654739","1","0.168","0.0","0.500399840127872","0.8","2050"
"Pig","0.164156479507065","0","0.81","0.325","0.0","1.0","1040"
"Ice","0.716527934967162","0","0.15","0.0","0.490917508345343","0.8","1290"
"Stone","0.208914841000247","0","0.175","1.296","0.212132034355964","0.2","1480"
"Pig","0.170891259827189","0","0.81","0.325","0.0","1.0","1010"
"Ice","0.679066181453855","1","0.12","0.496","0.725672102261069","0.8","1660"
"Wood","0.159199988371992","0","0.15","0.0","0.374833296279826","0.8","1170"
"Ice","0.689890640095524","0","0.306","0.0","0.447772263544762","0.8","2120"
"Wood","0.729108740172811","1","0.425","1.426","0.396232255123179","0.8","1140"
"Wood","0.698984160218353","0","0.45","0.0","0.361247837363769","0.8","960"
"Ice","0.721496816977832","1","1.274","0.0","0.621691241694782","0.8","1490"
"Ice","0.210109359904476","0","1.2","0.0","0.724430811050993","0.8","1220"
"Wood","0.212169543601741","1","0.414","0.0","0.35","0.8","6250"
"Wood","0.728224901556783","0","0.408","1.274","0.396232255123179","0.8","1860"
"Wood","0.73495638618245","1","0.144","0.0","0.376563407675255","0.8","1130"
"Ice","0.195169762942532","0","0.165","0.594","0.841724420460759","0.8","15730"
"Ice","0.67081017478617","0","0.165","0.594","0.841724420460759","0.8","10430"
"Stone","0.714480017392713","0","0.175","1.2","0.212132034355964","0.2","1130"
"Ice","0.232107423224825","0","0.3","0.0","0.447772263544762","0.8","1110"
"Pig","0.172932831811215","0","0.81","0.15","0.0","1.0","1010"
"Pig","0.71565051177078","0","0.81","0.144","0.0","1.0","1280"
"Ice","0.22918982521383","0","0.306","0.0","0.447772263544762","0.8","2050"
"Wood","0.210972701897088","1","0.42","0.0","0.389486841883009","0.8","23830"
"Wood","0.210972701897088","1","0.42","0.0","0.389486841883009","0.8","6850"
"Stone","0.731147886648367","0","0.075","1.274","0.266833281282527","0.2","1560"
"Wood","0.696062346887536","0","0.414","1.296","0.361247837363769","0.8","2350"
"Wood","0.729108740172811","1","0.391","0.0","0.388973006775534","0.8","6770"
"Stone","0.714480017392713","0","0.175","1.269","0.212132034355964","0.2","1320"
"Wood","0.208050615898469","1","0.425","0.0","0.396232255123179","0.8","1100"
"Stone","0.167967010094423","0","0.075","0.0","0.257099202643649","0.2","1480"
"Wood","0.228829813610538","1","0.325","0.0","0.310644491340181","0.8","6530"
"Ice","0.692814600955109","1","1.2","0.0","0.59464274989274","0.8","2120"
"Stone","0.193118565643527","0","0.078","0.0","0.189736659610103","0.2","1130"
"Stone","0.70277722235553","0","0.078","0.0","0.189736659610103","0.2","1180"
"Pig","0.170891259827189","0","0.81","0.338","0.0","1.0","1480"
"Wood","0.205993363178909","0","0.408","1.274","0.396232255123179","0.8","1390"
"Wood","0.227124267084093","0","0.338","0.15","0.310161248385416","0.8","2060"
"Wood","0.737878777239918","1","0.15","0.0","0.374833296279826","0.8","880"
"Pig","0.716527934967162","0","0.81","0.325","0.0","1.0","5820"
"Pig","0.665826315867022","1","0.81","0.325","0.0","1.0","5820"
"Ice","0.26565051177078","1","1.274","0.0","0.621691241694782","0.8","1490"
"Ice","0.257377328022632","1","0.425","0.0","0.416293165929973","0.8","1160"
"Stone","0.72530126169623","0","0.075","0.0","0.257099202643649","0.2","1000"
"Pig","0.170891259827189","0","0.81","0.312","0.0","1.0","1190"
"Wood","0.699852820167486","0","0.45","1.269","0.361247837363769","0.8","2300"
"Stone","0.165929934897469","0","0.0625","1.225","0.257099202643649","0.2","1220"
"Pig","0.170006582109151","0","0.81","0.325","0.0","1.0","8420"
"Ice","0.741689414230496","1","0.459","0.0","0.509215082258961","0.8","1220"
"Ice","0.719452626116745","1","1.274","0.0","0.434165866921848","0.8","1130"
"Wood","0.198093159133854","1","0.425","0.0","0.396988664825584","0.8","1240"
"Ice","0.660844901715952","0","0.216","0.0","1.01980390271856","0.8","1140"
"Wood","0.712727283078495","0","0.312","0.162","0.310644491340181","0.8","1130"
"Wood","0.158310585769504","0","0.15","0.0","0.374833296279826","0.8","1120"
"Stone","0.705702295535687","0","0.075","1.296","0.186815416922694","0.2","1710"
"Wood","0.160343841711911","1","0.144","0.0","0.366742416417845","0.8","6270"
"Ice","0.17469873830377","1","0.459","0.0","0.509215082258961","0.8","1160"
"Ice","0.231256332786569","1","1.599","0.0","0.463249392876019","0.8","1620"
"Wood","0.230042035427197","0","0.325","0.0","0.31","0.8","6700"
"Ice","0.707754196795537","0","0.156","0.0","0.500399840127872","0.8","1920"
"Ice","0.674940288604748","1","0.264","0.7","0.757099729229908","0.8","1570"
"Wood","0.699852820167486","0","0.468","0.221","0.354682957019364","0.8","1840"
"Ice","0.285513918729602","0","1.323","0.0","0.598080262172227","0.8","1870"
"Ice","0.677003789010346","0","0.595","0.0","0.777817459305202","0.8","1620"
"Pig","0.170891259827189","0","0.81","0.338","0.0","1.0","1000"
"Stone","0.731147886648367","0","0.057","0.0","0.251793566240283","0.2","7180"
"Wood","0.228829813610538","0","0.3","0.15","0.310644491340181","0.8","2510"
"Stone","0.194297704464313","0","0.091","0.432","0.199248588451713","0.2","6480"
"Wood","0.227977573828567","0","0.3","0.156","0.310644491340181","0.8","2630"
"Wood","0.735843520492935","1","0.15","0.0","0.384707681233427","0.8","1120"
"Wood","0.737878777239918","1","0.144","0.0","0.376563407675255","0.8","750"
"Stone","0.192245803204463","0","0.078","0.0","0.208806130178211","0.2","5940"
"Wood","0.208050615898469","0","0.408","1.274","0.396232255123179","0.8","1180"
"Pig","0.71565051177078","0","0.81","0.15","0.0","1.0","1080"
"Wood","0.71155384556104","0","0.325","0.15","0.31","0.8","1850"
"Ice","0.195169762942532","0","0.11","0.0","0.82975900115636","0.8","6960"
"Ice","0.694006636821091","0","0.11","0.0","0.82975900115636","0.8","6960"
"Ice","0.232957430776183","0","0.312","0.0","0.4518849411078","0.8","1460"
"Wood","0.208050615898469","0","0.15","0.0","0.325576411921994","0.8","16700"
"Wood","0.227977573828567","0","0.3","0.156","0.310161248385416","0.8","2570"
"Wood","0.696929241049147","0","0.156","0.0","0.325576411921994","0.8","1410"
"Stone","0.210109359904476","0","0.1785","0.338","0.21095023109729","0.2","6670"
"Wood","0.208050615898469","0","0.45","1.296","0.388973006775534","0.8","1180"
"Pig","0.172932831811215","0","0.81","0.125","0.0","1.0","6990"
"Stone","0.400887651800095","1","0.078","0.196","0.332415402771893","0.2","6040"
"Stone","0.404374368090381","1","0.0405","0.0","0.346554469023269","0.2","350"
"Stone","0.657309554728266","0","0.078","0.0","0.424381903478459","0.2","14440"
"Stone","0.384398035994287","0","0.066","0.11","0.13","0.2","6120"
"Ice","0.446441301693781","0","0.11","0.0","0.259422435421457","0.8","16270"
"Stone","0.388011626864943","1","0.045","0.0","1.1216059914248","0.2","0"
"Stone","0.701973384978613","0","0.0605","0.144","0.599416382825828","0.2","920"
"Ice","0.699739109058834","1","0.1","0.0","0.27459060435492","0.8","5980"
"Stone","0.652811075706763","0","0.0405","0.0","0.346554469023269","0.2","16110"
"Stone","0.322935674482741","0","0.098","0.0","1.54029218007494","0.2","540"
"Stone","0.652811075706763","0","0.0405","0.0","0.346554469023269","0.2","21620"
"Stone","0.639304188420249","0","0.0245","0.0","1.0733126291999","0.2","1250"
"Stone","0.611407438637671","1","0.098","0.0","1.85270073136489","0.2","480"
"Pig","0.696558987440816","1","0.64","0.0","0.0","1.0","560"
"Pig","0.308429887324251","0","0.64","0.0","0.0","1.0","0"
"Pig","0.688902188571122","1","0.64","0.0","0.0","1.0","6060"
"Pig","0.375134174240531","0","0.81","0.0","0.0","1.0","980"
"Stone","0.703868160435457","0","0.0605","0.11","0.140356688476182","0.2","6110"
"Stone","0.336063018261382","1","0.055","0.0","0.15","0.2","5620"
"Wood","0.406558620375665","0","0.121","0.11","0.170293863659264","0.8","17390"
"Stone","0.320694485330572","0","0.078","0.0","0.0","0.8","10000"
"Pig","0.739854564383289","1","0.81","0.0","0.0","1.0","5040"
"Stone","0.336063018261382","1","0.0605","0.11","0.140356688476182","0.2","22560"
"Stone","0.673956057629413","1","0.0605","0.11","0.140356688476182","0.2","22710"
"Stone","0.702920211570213","1","0.0605","0.132","0.140356688476182","0.2","6040"
"Stone","0.400887651800095","0","0.0405","0.0","0.346554469023269","0.2","350"
"Stone","0.437902068391105","1","0.098","0.0","0.474341649025257","0.2","41360"
"Stone","0.437902068391105","1","0.098","0.0","0.474341649025257","0.2","8780"
"Ice","0.379367723278988","1","0.121","0.0","0.266270539113887","0.8","6140"
"Stone","0.393673217081111","1","0.078","0.196","0.446542271235322","0.2","8660"
"Wood","0.614538092689566","1","0.132","0.0","0.73824115301167","0.8","870"
"Wood","0.344722138800365","1","0.225","0.0","0.698140387028282","0.8","5440"
"Wood","0.405794427087974","0","0.121","0.11","0.170293863659264","0.8","6540"
"Stone","0.658639498578437","0","0.0245","0.0","0.353836120259083","0.2","7260"
"Stone","0.405140034849463","1","0.0245","0.0","0.408044115262063","0.2","740"
"Stone","0.338296088465614","1","0.0605","0.11","0.140356688476182","0.2","27750"
"Stone","0.403722000224616","1","0.0245","0.0","0.353553390593274","0.2","350"
"Stone","0.630295609213491","0","0.066","0.11","0.13","0.2","300"
"Stone","0.631649000158014","0","0.066","0.11","0.13","0.2","310"
"Stone","0.411575468720851","1","0.078","0.0","0.314006369362152","0.2","23200"
"Stone","0.736955607710939","1","0.078","0.0","0.314006369362152","0.2","23200"
"Pig","0.3765444671285","0","0.64","0.0","0.0","1.0","6050"
"Pig","0.212036271525375","1","0.64","0.0","0.0","1.0","5040"
"Pig","0.639746105356493","0","0.64","0.0","0.0","1.0","6650"
"Wood","0.406558620375665","0","0.121","0.11","0.73348483283569","0.8","860"
"Wood","0.407977739722321","0","0.121","0.11","0.170293863659264","0.8","8290"
"Stone","0.709284576011145","0","0.0605","0.11","0.140356688476182","0.2","5890"
"Stone","0.387227015104025","1","0.098","0.0","0.593043000127309","0.2","1010"
"Stone","0.64065041970113","0","0.098","0.0","0.593043000127309","0.2","11760"
"Stone","0.334668021016755","1","0.098","0.0","0.593043000127309","0.2","11760"
"Ice","0.426525432853576","0","0.11","0.0","0.259422435421457","0.8","21070"
"Stone","0.308429887324251","0","0.06","0.0","1.43003496460751","0.2","0"
"Stone","0.385812132697612","0","0.098","0.0","2.81300551012614","0.2","9500"
"Pig","0.3765444671285","0","0.64","0.0","0.0","1.0","6050"
"Stone","0.377955655569396","0","0.066","0.11","0.13","0.2","13520"
